species,collection,item,asset,measure,value
Barbastella darjelingensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,67.12
Barbastella darjelingensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,69.16
Barbastella darjelingensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,65.57
Barbastella darjelingensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,1.3827801533074373
Barbastella leucomelas,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Barbastella leucomelas,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Barbastella leucomelas,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Barbastella leucomelas,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Barbastella leucomelas,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Bauerus dubiaquercus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,52.97031661944078
Bauerus dubiaquercus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,54.26
Bauerus dubiaquercus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,75.04
Bauerus dubiaquercus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,14.43
Bauerus dubiaquercus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,8.385518526418666
Boneia bidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,77.16916887709957
Boneia bidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,91.49
Boneia bidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,99.51
Boneia bidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,23.49
Boneia bidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,23.087434152766736
Brachyphylla cavernarum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Brachyphylla cavernarum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Brachyphylla cavernarum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Brachyphylla cavernarum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Brachyphylla cavernarum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Brachyphylla nana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Brachyphylla nana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Brachyphylla nana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Brachyphylla nana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Brachyphylla nana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Cardioderma cor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Cardioderma cor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Cardioderma cor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Cardioderma cor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Cardioderma cor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Carollia benkeithi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,57.70225454545455
Carollia benkeithi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,59.28
Carollia benkeithi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.41
Carollia benkeithi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,18.86
Carollia benkeithi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.117212495496458
Carollia brevicauda,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Carollia brevicauda,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Carollia brevicauda,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Carollia brevicauda,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Carollia brevicauda,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Carollia castanea,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,58.72031100478472
Carollia castanea,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,58.364999999999995
Carollia castanea,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,87.56
Carollia castanea,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,24.03
Carollia castanea,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,9.703224989806445
Carollia manu,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,73.555
Carollia manu,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,74.105
Carollia manu,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,79.54
Carollia manu,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,66.47
Carollia manu,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.740991519551612
Carollia monohernandezi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,81.44
Carollia monohernandezi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,81.31
Carollia monohernandezi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.87
Carollia monohernandezi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,79.5
Carollia monohernandezi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,1.2247122110928732
Carollia perspicillata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Carollia perspicillata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Carollia perspicillata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Carollia perspicillata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Carollia perspicillata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Carollia sowelli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,64.57283201407203
Carollia sowelli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,65.04
Carollia sowelli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,91.21
Carollia sowelli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,28.46
Carollia sowelli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,12.253800929471442
Carollia subrufa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,54.39678700361013
Carollia subrufa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,55.09
Carollia subrufa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,71.39
Carollia subrufa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,22.26
Carollia subrufa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.261813473858017
Casinycteris argynnis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Casinycteris argynnis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Casinycteris argynnis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Casinycteris argynnis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Casinycteris argynnis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Centronycteris centralis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Centronycteris centralis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Centronycteris centralis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Centronycteris centralis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Centronycteris centralis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Centronycteris maximiliani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,42.54870504223635
Centronycteris maximiliani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,41.96
Centronycteris maximiliani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,76.46
Centronycteris maximiliani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,13.25
Centronycteris maximiliani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,3.4490066608911443
Centurio senex,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Centurio senex,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Centurio senex,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Centurio senex,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Centurio senex,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Chalinolobus dwyeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,66.05877248677248
Chalinolobus dwyeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,68.71
Chalinolobus dwyeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,86.89
Chalinolobus dwyeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,1.55
Chalinolobus dwyeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,12.170565796079478
Chalinolobus gouldii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Chalinolobus gouldii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Chalinolobus gouldii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Chalinolobus gouldii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Chalinolobus gouldii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Chalinolobus morio,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,76.94545454545454
Chalinolobus morio,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,77.18
Chalinolobus morio,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,91.99
Chalinolobus morio,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,59.24
Chalinolobus morio,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,8.167994389488957
Chalinolobus neocaledonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,80.49
Chalinolobus neocaledonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,80.49
Chalinolobus neocaledonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.27
Chalinolobus neocaledonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,78.71
Chalinolobus neocaledonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,2.5173001410241107
Chalinolobus nigrogriseus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Chalinolobus nigrogriseus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Chalinolobus nigrogriseus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Chalinolobus nigrogriseus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Chalinolobus nigrogriseus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Chalinolobus picatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,80.319970501475
Chalinolobus picatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,81.26
Chalinolobus picatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,95.81
Chalinolobus picatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,46.23
Chalinolobus picatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.058837530162727
Chalinolobus tuberculatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Chalinolobus tuberculatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Chalinolobus tuberculatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Chalinolobus tuberculatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Chalinolobus tuberculatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Cheiromeles parvidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,47.243818310563036
Cheiromeles parvidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,49.79
Cheiromeles parvidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,94.24
Cheiromeles parvidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,2.06
Cheiromeles parvidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,18.04466787540061
Cheiromeles torquatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Cheiromeles torquatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Cheiromeles torquatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Cheiromeles torquatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Cheiromeles torquatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Chilonatalus macer,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,54.69561135371176
Chilonatalus macer,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,57.224999999999994
Chilonatalus macer,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,84.89
Chilonatalus macer,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,0.53
Chilonatalus macer,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,14.858163712866778
Chilonatalus micropus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,60.193868613138655
Chilonatalus micropus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,60.13
Chilonatalus micropus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,66.41
Chilonatalus micropus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,52.95
Chilonatalus micropus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,2.981141029128233
Chilonatalus tumidifrons,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,85.09614457831327
Chilonatalus tumidifrons,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,87.48
Chilonatalus tumidifrons,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,93.32
Chilonatalus tumidifrons,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,61.14
Chilonatalus tumidifrons,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.369476723792925
Chiroderma doriae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,46.74442307692308
Chiroderma doriae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,44.945
Chiroderma doriae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,83.2
Chiroderma doriae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,22.85
Chiroderma doriae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,17.807234640532663
Chiroderma improvisum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,43.71840787119852
Chiroderma improvisum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,41.364999999999995
Chiroderma improvisum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,85.98
Chiroderma improvisum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,13.47
Chiroderma improvisum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,16.382499231792647
Chiroderma salvini,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,47.46981132075471
Chiroderma salvini,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,44.95
Chiroderma salvini,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,90.14
Chiroderma salvini,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,15.59
Chiroderma salvini,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,16.49032841208571
Chiroderma trinitatum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,53.86888888888888
Chiroderma trinitatum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,53.77
Chiroderma trinitatum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,65.06
Chiroderma trinitatum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,39.17
Chiroderma trinitatum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.968504940883024
Chiroderma villosum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,35.68074380165287
Chiroderma villosum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,32.01
Chiroderma villosum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,71.25
Chiroderma villosum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,21.62
Chiroderma villosum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,9.815195461229937
Chironax melanocephalus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,94.465
Chironax melanocephalus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,94.465
Chironax melanocephalus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,94.63
Chironax melanocephalus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,94.3
Chironax melanocephalus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,0.23334523779155444
Choeroniscus godmani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,37.364285714285714
Choeroniscus godmani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,36.58
Choeroniscus godmani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,45.34
Choeroniscus godmani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,32.7
Choeroniscus godmani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,4.327789494044494
Choeroniscus minor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,53.123333333333335
Choeroniscus minor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,56.03
Choeroniscus minor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,61.51
Choeroniscus minor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,41.83
Choeroniscus minor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,10.15687616018495
Choeroniscus periosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,63.97666666666667
Choeroniscus periosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,65.06
Choeroniscus periosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,74.58
Choeroniscus periosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,49.66
Choeroniscus periosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,8.491927146806352
Choeronycteris mexicana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,66.10888888888888
Choeronycteris mexicana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,75.42
Choeronycteris mexicana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,80.39
Choeronycteris mexicana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,41.91
Choeronycteris mexicana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,15.112125466363462
Cloeotis percivali,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,77.71363636363637
Cloeotis percivali,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,79.27
Cloeotis percivali,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,83.03
Cloeotis percivali,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,69.16
Cloeotis percivali,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,4.454708234502623
Coelops frithii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,71.06333333333333
Coelops frithii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,72.22
Coelops frithii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,73.2
Coelops frithii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,67.77
Coelops frithii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,2.893895874652948
Coelops robinsoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Coelops robinsoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Coelops robinsoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Coelops robinsoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Coelops robinsoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Coleura afra,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Coleura afra,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Coleura afra,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Coleura afra,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Coleura afra,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Coleura kibomalandy,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,79.1212307692308
Coleura kibomalandy,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,81.14
Coleura kibomalandy,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,93.66
Coleura kibomalandy,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,47.83
Coleura kibomalandy,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.355624915060309
Coleura seychellensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Coleura seychellensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Coleura seychellensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Coleura seychellensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Coleura seychellensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Cormura brevirostris,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,82.68810533515739
Cormura brevirostris,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,86.27
Cormura brevirostris,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,97.19
Cormura brevirostris,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,13.83
Cormura brevirostris,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,13.176783703472761
Corynorhinus mexicanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,60.96625
Corynorhinus mexicanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,62.49
Corynorhinus mexicanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.79
Corynorhinus mexicanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,22.29
Corynorhinus mexicanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,13.542904329765646
Corynorhinus rafinesquii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,62.58796610169492
Corynorhinus rafinesquii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,69.87
Corynorhinus rafinesquii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,84.25
Corynorhinus rafinesquii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,22.45
Corynorhinus rafinesquii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,18.534377079442642
Corynorhinus townsendii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Corynorhinus townsendii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Corynorhinus townsendii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Corynorhinus townsendii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Corynorhinus townsendii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Craseonycteris thonglongyai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,61.1644547964112
Craseonycteris thonglongyai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,64.65
Craseonycteris thonglongyai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,98.06
Craseonycteris thonglongyai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,7.43
Craseonycteris thonglongyai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,20.732532912038675
Cynomops abrasus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,39.97
Cynomops abrasus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,39.97
Cynomops abrasus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,39.97
Cynomops abrasus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,39.97
Cynomops abrasus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Cynomops greenhalli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,86.37555461473326
Cynomops greenhalli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,89.0
Cynomops greenhalli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,97.26
Cynomops greenhalli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,31.2
Cynomops greenhalli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,9.946236378809777
