species,collection,item,asset,measure,value
Myotis escalerai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,78.85
Myotis escalerai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,3.179885218054267
Myotis evotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,61.36875891583445
Myotis evotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,60.825
Myotis evotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,91.21
Myotis evotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,27.59
Myotis evotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,12.914591204595238
Myotis fimbriatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis fimbriatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis fimbriatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis fimbriatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis fimbriatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis findleyi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,63.4757012750455
Myotis findleyi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,63.555
Myotis findleyi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,91.21
Myotis findleyi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,27.59
Myotis findleyi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.921260368706973
Myotis formosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,82.93419354838709
Myotis formosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,85.43
Myotis formosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,90.61
Myotis formosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,63.88
Myotis formosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.4751029717390365
Myotis fortidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,61.73511486486478
Myotis fortidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,61.035
Myotis fortidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,91.21
Myotis fortidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,27.59
Myotis fortidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,12.689702196639626
Myotis frater,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,30.69545454545454
Myotis frater,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,30.07
Myotis frater,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,46.56
Myotis frater,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,18.31
Myotis frater,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,10.006728100269703
Myotis gomantongensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,79.92286844708201
Myotis gomantongensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,84.24
Myotis gomantongensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,96.42
Myotis gomantongensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,25.63
Myotis gomantongensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,14.523198986227797
Myotis goudoti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,61.30031784841071
Myotis goudoti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,59.45
Myotis goudoti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,91.21
Myotis goudoti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,27.59
Myotis goudoti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.929358450845466
Myotis grisescens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,84.28999999999999
Myotis grisescens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,86.025
Myotis grisescens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,90.1
Myotis grisescens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,75.21
Myotis grisescens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.561827037943557
Myotis hasseltii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,43.56864864864865
Myotis hasseltii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,43.38
Myotis hasseltii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,52.95
Myotis hasseltii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,35.94
Myotis hasseltii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,3.667153120884376
Myotis hermani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis hermani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis hermani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis hermani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis hermani,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis horsfieldii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,89.05516348773845
Myotis horsfieldii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,90.93
Myotis horsfieldii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,97.19
Myotis horsfieldii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,43.1
Myotis horsfieldii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.743337769283324
Myotis ikonnikovi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,76.94545454545454
Myotis ikonnikovi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,77.18
Myotis ikonnikovi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,91.99
Myotis ikonnikovi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,59.24
Myotis ikonnikovi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,8.167994389488957
Myotis indochinensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis indochinensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis indochinensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis indochinensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis indochinensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis insularum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,73.36680000000001
Myotis insularum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,72.05
Myotis insularum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,87.18
Myotis insularum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,63.13
Myotis insularum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.315937351654488
Myotis izecksohni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis izecksohni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis izecksohni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis izecksohni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis izecksohni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis keaysi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,85.09614457831327
Myotis keaysi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,87.48
Myotis keaysi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,93.32
Myotis keaysi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,61.14
Myotis keaysi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.369476723792925
Myotis keenii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,63.32038461538461
Myotis keenii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,65.825
Myotis keenii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.88
Myotis keenii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,45.33
Myotis keenii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,10.290254994224094
Myotis laniger,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,65.77519607843142
Myotis laniger,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,63.715
Myotis laniger,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.85
Myotis laniger,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,58.68
Myotis laniger,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.655994932285906
Myotis lavali,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,44.25397727272727
Myotis lavali,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,42.32
Myotis lavali,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,71.11
Myotis lavali,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,24.49
Myotis lavali,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.085884940726103
Myotis leibii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,78.37657142857142
Myotis leibii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,77.71
Myotis leibii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,87.58
Myotis leibii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,67.23
Myotis leibii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.831290313703224
Myotis levis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,80.32625
Myotis levis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,80.455
Myotis levis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,89.25
Myotis levis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,69.08
Myotis levis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.091169526096951
Myotis longicaudatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,40.941764705882356
Myotis longicaudatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,39.49
Myotis longicaudatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,55.71
Myotis longicaudatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,22.08
Myotis longicaudatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,10.540707539874939
Myotis longipes,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,85.43913836477999
Myotis longipes,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,88.57
Myotis longipes,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,97.19
Myotis longipes,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,29.59
Myotis longipes,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,10.348772515919718
Myotis lucifugus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,77.435
Myotis lucifugus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,78.085
Myotis lucifugus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.34
Myotis lucifugus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,71.23
Myotis lucifugus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.5808392439369445
Myotis macrodactylus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,58.00222222222222
Myotis macrodactylus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,60.24
Myotis macrodactylus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,72.84
Myotis macrodactylus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,45.14
Myotis macrodactylus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,9.30006824945088
Myotis macropus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,51.519999999999996
Myotis macropus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,51.519999999999996
Myotis macropus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,57.5
Myotis macropus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,45.54
Myotis macropus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,8.456997102991112
Myotis macrotarsus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis macrotarsus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis macrotarsus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis macrotarsus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis macrotarsus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis martiniquensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,77.31083333333333
Myotis martiniquensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,76.25
Myotis martiniquensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,90.11
Myotis martiniquensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,64.53
Myotis martiniquensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.885967404907553
Myotis melanorhinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,54.450373831775714
Myotis melanorhinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,53.71
Myotis melanorhinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,84.59
Myotis melanorhinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,13.55
Myotis melanorhinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,14.236226771484084
Myotis moluccarum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis moluccarum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis moluccarum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis moluccarum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis moluccarum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis montivagus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,65.89954545454547
Myotis montivagus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,66.39
Myotis montivagus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,74.31
Myotis montivagus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,55.52
Myotis montivagus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.387903097082367
Myotis morrisi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,53.706
Myotis morrisi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,54.84
Myotis morrisi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,56.34
Myotis morrisi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,50.82
Myotis morrisi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,2.651806931132056
Myotis muricola,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis muricola,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis muricola,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis muricola,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis muricola,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis myotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,73.63999999999999
Myotis myotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,70.34
Myotis myotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,86.7
Myotis myotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,63.98
Myotis myotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,8.059105271540863
Myotis nattereri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,30.240914454277277
Myotis nattereri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,28.67
Myotis nattereri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,67.62
Myotis nattereri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,17.73
Myotis nattereri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.445791316770634
Myotis nigricans,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis nigricans,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis nigricans,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis nigricans,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis nigricans,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis nimbaensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,76.95111111111112
Myotis nimbaensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,79.22
Myotis nimbaensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,81.46
Myotis nimbaensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,70.61
Myotis nimbaensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,3.924259307322993
Myotis nipalensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis nipalensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis nipalensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis nipalensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis nipalensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis nustrale,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,77.024
Myotis nustrale,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,77.965
Myotis nustrale,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,89.08
Myotis nustrale,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,68.49
Myotis nustrale,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.361000748806417
Myotis occultus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis occultus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis occultus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis occultus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis occultus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis oreias,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,70.125
Myotis oreias,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,70.125
Myotis oreias,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,71.04
Myotis oreias,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,69.21
Myotis oreias,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,1.2940054095713909
Myotis oxyotus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,68.36333333333333
Myotis oxyotus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,68.67
Myotis oxyotus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,71.57
Myotis oxyotus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,64.85
Myotis oxyotus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,3.3704796889068076
Myotis peninsularis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,61.77
Myotis peninsularis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,61.77
Myotis peninsularis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,61.77
Myotis peninsularis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,61.77
Myotis peninsularis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis pequinius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,54.640205479452035
Myotis pequinius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,55.87
Myotis pequinius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,84.89
Myotis pequinius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,22.73
Myotis pequinius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,12.457997817171886
Myotis petax,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis petax,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis petax,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis petax,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis petax,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis peytoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,70.74390804597705
Myotis peytoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,72.145
Myotis peytoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,88.29
Myotis peytoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,38.44
Myotis peytoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,10.115099839077287
Myotis pilosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,35.68074380165287
Myotis pilosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,32.01
Myotis pilosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,71.25
Myotis pilosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,21.62
Myotis pilosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,9.815195461229937
Myotis planiceps,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis planiceps,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis planiceps,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis planiceps,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis planiceps,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis pruinosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,67.83666666666666
Myotis pruinosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,67.91
Myotis pruinosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,71.95
Myotis pruinosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,63.65
Myotis pruinosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,4.150485915327666
Myotis punicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis punicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis punicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis punicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis punicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis ridleyi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,43.63603246167715
Myotis ridleyi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,41.29
Myotis ridleyi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,85.98
Myotis ridleyi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,13.47
Myotis ridleyi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,16.412556271891525
Myotis riparius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,44.23268292682928
Myotis riparius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,44.04
Myotis riparius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,62.68
Myotis riparius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,28.31
Myotis riparius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,9.20876944484696
Myotis rosseti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Myotis rosseti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Myotis rosseti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Myotis rosseti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Myotis rosseti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Myotis ruber,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,73.5115
Myotis ruber,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,75.515
Myotis ruber,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,86.59
Myotis ruber,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,52.08
Myotis ruber,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,8.12464233532302
Myotis rufoniger,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
